id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21361771,Whopper Holiday home in the city,143671309,Brian,,Dublin City,53.38850873772444,-6.230686469513865,Entire home/apt,160,1,0,,,12,363
21364213,MICK'S PLACE (LOFT ROOM),56756879,Michael,,South Dublin,53.34626721151625,-6.393216083023176,Private room,35,2,41,2018-09-30,3.73,5,230
21367287,Double Room convenient to Town,79691430,Helen,,Dublin City,53.37499275259372,-6.260657487246574,Private room,65,2,1,2018-03-18,0.14,2,13
21378217,"Coastal get away, near all amenities and transport",54772507,Bernie,,Fingal,53.39060687402417,-6.118064850858528,Private room,60,2,1,2017-11-26,0.09,1,13
21379065,Great base close to Dublin City Centre,29218174,Fernanda,,Dublin City,53.3405209436282,-6.224092075497896,Entire home/apt,200,4,0,,,2,0
21381718,Cosy Cul de Sac,3090887,Peter,,Fingal,53.5268632564486,-6.16217840352276,Private room,28,3,7,2018-06-15,0.70,1,319
21382599,Canal,27396091,Daithí,,Dublin City,53.343592866804855,-6.238649756170417,Private room,50,1,1,2017-10-23,0.08,1,0
21388819,Double Room.,154932778,Liz,,South Dublin,53.31143501917563,-6.404562290805561,Private room,60,2,0,,,1,0
21389884,Ballsbridge Luxury Apartment,23120685,Troy,,Dublin City,53.331412206973674,-6.228765476071135,Entire home/apt,500,2,0,,,1,0
21390212,Temple Bar,66948631,Luis & Gavin,,Dublin City,53.344883095298215,-6.262152566922194,Entire home/apt,180,2,52,2018-09-27,4.43,3,144
21392270,"Sweet apartment, city centre",143671309,Brian,,Dublin City,53.35301149455414,-6.266899427761962,Entire home/apt,145,1,32,2018-09-30,2.64,12,354
21393340,Beautiful double room in the heart of Dublin City.,29879882,Sarah,,Dublin City,53.3584136571678,-6.238760455959591,Private room,80,1,23,2018-10-14,3.81,1,326
21396635,Single Room in Dublin City Center,58010824,Raquel,,Dublin City,53.352840535497464,-6.258620384751996,Private room,50,1,1,2017-11-28,0.09,1,0
21397099,.,16827405,Simone,,Dublin City,53.338326594759764,-6.279578021676103,Private room,45,11,0,,,1,0
21398830,Great Double Room in Dublin 1,49101948,Daniel,,Dublin City,53.356370416195304,-6.257665527326749,Private room,70,1,0,,,1,0
21403716,"Large ensuite bedroom, mins walk from Luas, shops",34803100,Cléphie,,Dn Laoghaire-Rathdown,53.28775411011211,-6.246970182132354,Private room,50,2,8,2018-08-30,0.75,1,36
21404545,Spacious Private Room with King Bed in Dublin 1,42021173,Aoife,,Dublin City,53.355142756815034,-6.25718422194677,Private room,75,2,1,2017-11-09,0.09,2,0
21407225,Accommodation Dublin City Centre,155107421,Martin,,Dublin City,53.34572254383026,-6.263285546272004,Private room,210,1,0,,,1,179
21407750,COMFORTABLE DOUBLE BEDROOM WITH YOUR OWN BATHROOM,96874059,Clémence,,Dublin City,53.349476778102314,-6.271673294175558,Private room,60,4,0,,,1,0
21408533,Amazing 1 bedroom apt just off Temple Bar,7347275,Rafaela,,Dublin City,53.34616597351836,-6.280979462760193,Entire home/apt,80,2,17,2018-08-15,1.42,13,1
21409617,City Pad with Country Feel,40209856,Ruth,,Dublin City,53.31654666139555,-6.263272025437234,Entire home/apt,90,3,1,2017-11-25,0.09,1,0
21410888,Bright and Spacious 2 Bedrooms Apartment,155120644,Mengda,,Dublin City,53.34129500055085,-6.257129369593382,Entire home/apt,110,5,0,,,1,323
21417354,"Small Studio, Central Location",116081644,Sean,,Dublin City,53.34113488431425,-6.261807714690591,Entire home/apt,100,2,23,2018-10-13,1.96,1,81
21418440,"Studio in Bayside, Dublin 13",155218191,Rachel,,Fingal,53.38630173243363,-6.139857521684164,Entire home/apt,48,2,68,2018-10-10,5.70,1,124
21423377,"South City Centre, close to Camden Street",49929763,Nico,,Dublin City,53.33435804595849,-6.271056229737494,Entire home/apt,109,3,5,2018-09-24,0.51,1,0
21425850,Perfect Location: Experience Dublin like a local!,51074466,Marc,,Dublin City,53.35576968326255,-6.270729982699945,Private room,40,2,10,2018-07-15,1.40,1,0
21430645,Refurbished House in Heart Of Dublin City,153274981,Cleary,,Dublin City,53.332907226244146,-6.271784716783685,Entire home/apt,199,1,65,2018-10-02,5.56,1,146
21431080,Lovely bedroom with PRIVATE bathroom in the center,154937975,Camila,,Dublin City,53.35643926744719,-6.259388780095562,Private room,45,2,34,2018-10-15,2.92,1,41
21431780,Inchicore. Summer rental. Private parking,93657286,Joshua,,Dublin City,53.33850564576447,-6.322145252116921,Private room,35,4,2,2018-07-13,0.17,1,0
21434760,Guest Room - Breakfast Included. Free Parking.,152361599,Sue,,South Dublin,53.27138457127056,-6.32376330357404,Private room,25,1,10,2018-06-27,0.91,1,15
21435594,Cosy double near public transport,78473596,Patricia,,Dn Laoghaire-Rathdown,53.27771192388313,-6.246077086999254,Private room,45,1,32,2018-10-14,2.79,2,64
21436165,Cozy apartment next to Dublin Castle,155398253,Carlos,,Dublin City,53.342728457427654,-6.269898027761703,Entire home/apt,85,3,12,2018-10-16,1.11,2,89
21436458,No 1:  Boutique 1 Bed Apt 10 mins city centre,26749818,Paul,,Dublin City,53.319600396127015,-6.269404822251434,Entire home/apt,70,2,39,2018-10-03,3.32,5,258
21442629,"Comfy Ensuite Room City Centre, Great location!",38826397,Annie,,Dublin City,53.34715911020762,-6.254441678204694,Private room,45,2,75,2018-10-01,6.28,7,32
21443044,Private Queen Room. Great Location in Dublin 8,153895648,Kate,,Dublin City,53.34067592838713,-6.308034695508375,Private room,60,3,73,2018-10-15,6.26,6,32
21444289,Room in  house from the 1800 century,155589571,Helena,,Dn Laoghaire-Rathdown,53.28142053378396,-6.111702114079328,Private room,60,1,1,2017-11-27,0.09,1,0
21444845,Comfortable Double Room in Dublin w/ breakfast,61562048,Carlos,,Dublin City,53.32399252202287,-6.301717032900014,Private room,65,1,21,2018-08-27,1.78,1,0
21445141,Charming house with 3 bedrooms and all mod-cons,63956536,Chekov,,Dublin City,53.363994271074745,-6.26801490128875,Entire home/apt,200,2,0,,,1,0
21445548,Leafy Green,31018157,A.F.,,Dublin City,53.33212570919751,-6.219215216162791,Entire home/apt,75,3,0,,,1,0
21452627,Private Room in Modern Flat - Heart of Dublin,6434939,Bijan,,Dublin City,53.33542390601008,-6.254814246003611,Private room,91,2,8,2018-08-19,0.68,1,0
21453158,Luxurious and Bright Ensuite Room IFSC Dublin,379184,Nique,,Dublin City,53.34881397025534,-6.237890957256553,Private room,64,2,3,2018-10-07,0.63,2,0
21457109,Portmarnock Apartment Room,122186467,Clare,,Fingal,53.42027712807234,-6.153663543363326,Private room,75,1,6,2018-08-12,1.05,2,51
21465098,Beautiful modern double room in Dublin City Centre,67709900,Alex,,Dublin City,53.34933118106225,-6.277673896096924,Private room,75,2,32,2018-10-01,2.90,1,148
21468473,3 Bed House Near Aviva Stadium With Free Parking!,155896025,Brendan,,Dublin City,53.33820226245422,-6.228907084940357,Entire home/apt,200,1,64,2018-09-25,5.66,1,0
21468763,Large Apartment in Ideal Rathgar Location,36077991,Gregory,,Dublin City,53.31661188356099,-6.268512804952296,Entire home/apt,100,2,0,,,1,0
21471728,2 rooms in Dublin City Centre,155396497,Anne-Marie,,Dublin City,53.33451246836881,-6.246276378919546,Private room,99,5,2,2018-01-22,0.22,1,0
21472315,"Martello Mews, St Johns Road, Sandymount",155929731,Marge,,Dublin City,53.31885197359696,-6.2084076639923,Private room,108,1,0,,,2,0
21474620,Spacious City Centre Apartment,103191172,Lav,,Dublin City,53.3440884003331,-6.275691260088518,Entire home/apt,200,2,9,2018-09-09,0.85,1,0
21479947,Stylish flat in residential area,83041585,Karina,,Dublin City,53.36751723227521,-6.24968129801832,Entire home/apt,59,2,27,2018-10-07,2.44,1,13
21484552,Stunning modern house in Dublin 11 private bedroom,156054848,Varya,,Dublin City,53.39120375302306,-6.292171803308381,Private room,48,1,22,2018-10-07,2.16,1,83
21484843,☘ City center. Double room.5min walk O'connell St☘,816349,Antonio,,Dublin City,53.354980215264696,-6.255537538219001,Private room,60,1,51,2018-09-20,4.35,2,0
21485919,"Spacious 1 bed apartment, the perfect location!",156066399,Jay,,Dublin City,53.374603021817336,-6.2392129670130325,Entire home/apt,60,2,1,2017-11-12,0.09,1,0
21487338,Amazing Location | Beautiful 2 Bedroom Apartment,128371579,Abbey,,Dublin City,53.34739518380206,-6.260699405224999,Entire home/apt,131,1,5,2018-10-08,0.43,3,0
21488800,Cosy room only minutes away from city centre,47737458,Federica,,Dublin City,53.38242667779944,-6.1646822776104555,Private room,29,2,2,2017-11-22,0.18,1,0
21490100,Comfortable and Cozy room in Dublin City Centre,70709406,Clarissa,,Dublin City,53.34702528315913,-6.257284254494415,Private room,70,2,7,2017-12-17,0.61,3,0
21492375,GIRLS ONLY cosy triple room 30' bus to Dublin City,45053876,Paola,,Fingal,53.39741003117862,-6.377959750034429,Private room,29,1,25,2018-10-07,2.72,6,42
21492975,quiet 3 bed room house in residential estate,156144782,JOhn,,South Dublin,53.316365152972814,-6.324734058701525,Entire home/apt,150,3,0,,,1,0
21495858,O'Connell St | City Centre Living | 2 bed/2bath,128371579,Abbey,,Dublin City,53.34777258745313,-6.261168763148357,Entire home/apt,199,1,4,2018-10-01,0.49,3,32
21495895,Large family home close to City Centre and Luas,113998736,Emma,,Dn Laoghaire-Rathdown,53.30040441715122,-6.240980591170792,Entire home/apt,185,4,7,2018-09-01,0.98,1,159
21498738,"Family Home - Near Stadium, Digital Docks",155350450,Niamh,,Dublin City,53.336317804199766,-6.237936383132749,Entire home/apt,149,2,9,2018-05-12,1.02,1,0
21501153,Great Ensuite near Temple Bar & centrally located,23979294,Tifenn,,Dublin City,53.342182323049904,-6.269360487200731,Private room,66,3,15,2018-10-13,1.45,3,12
21501395,"Cosy Self contained Studio,  Dublin 1",46647780,Elaine,,Dublin City,53.35690496700873,-6.249344899057539,Entire home/apt,70,1,2,2017-11-12,0.17,5,0
21501434,Large double room in modern home.,133988892,Ronan,,South Dublin,53.28321089535154,-6.3323411233985,Private room,50,1,9,2018-09-16,0.94,1,57
21501680,Stunning Double Room with balcony in Temple Bar,131471935,Emma,,Dublin City,53.34508770859718,-6.267718453194666,Private room,88,2,0,,,1,0
21502387,Best Possible Location. Really Quiet Apartment,70765612,Niamh,,Dublin City,53.347565760200794,-6.261619438513217,Entire home/apt,90,3,62,2018-10-14,5.22,1,321
21502856,Lovely attic apartment!,17994184,Poncho,,Dublin City,53.33169516950163,-6.235878431883428,Entire home/apt,190,2,3,2018-06-03,0.31,2,0
21506557,Luxury One Bedroom beside Trinity College,25623156,Dumitras,,Dublin City,53.34665093162136,-6.254985971579958,Entire home/apt,120,2,2,2018-09-21,0.18,6,126
21508589,Modern 2 Bed Apt in the heart of Dublin City,151497397,Keri,,Dublin City,53.340664479718285,-6.259871525762117,Entire home/apt,150,2,27,2018-10-12,2.39,4,166
21510693,Lovely 2bed apt**central location**citycentre,31284582,Paul,,Dublin City,53.358772287895896,-6.266415355062321,Entire home/apt,104,2,36,2018-09-29,3.08,43,66
21511241,Double bedroom in a nice house.,91697995,Basia,,Fingal,53.579563093274835,-6.1169050848725135,Private room,50,1,18,2018-10-14,1.63,1,162
21511824,Dalkey Twin bedroom,156309501,Catherine,,Dn Laoghaire-Rathdown,53.27436338986926,-6.1205789275969895,Private room,75,2,6,2018-10-06,0.85,2,144
21515902,Period house in amazing city location,76002529,Liz,,Dublin City,53.332206648421895,-6.2690781780407345,Entire home/apt,250,2,23,2018-10-13,2.79,2,157
21516339,Central Dublin Apartment,19749433,Lucas,,Dublin City,53.34820037951821,-6.26059415327747,Entire home/apt,92,1,54,2018-10-08,4.78,5,37
21516676,Home,156355765,Vivi,,Dublin City,53.34591917095029,-6.3070471950606946,Private room,70,1,18,2018-09-29,4.25,1,0
21516811,"Bright Studio, Very Central Location, Dublin 1!",46647780,Elaine,,Dublin City,53.35799922532687,-6.249949671163634,Entire home/apt,70,1,39,2018-09-05,3.33,5,64
21517595,Shared family home with a friendly Irish family,156364528,Glenn,,South Dublin,53.30383421854785,-6.363863246935762,Private room,35,1,2,2017-11-26,0.17,1,8
21519483,"Modern, comfortable double room close to airport",18627110,Declan,,Fingal,53.408446295157724,-6.172675696804768,Private room,48,1,49,2018-09-08,4.43,1,0
21524639,Beautiful private room (near Aviva and RDS),85612467,Michelle,,Dublin City,53.32549916096273,-6.215551370381375,Private room,38,1,4,2017-11-18,0.35,1,0
21524689,Ha'Penny Bridge Apartment,29087610,David,,Dublin City,53.34798375400552,-6.26245827606951,Entire home/apt,110,3,23,2018-10-02,2.04,13,17
21524819,Compact Studio Apartment very near the City Centre,24866595,Jerry,,Dublin City,53.331334903532046,-6.251021004231908,Entire home/apt,90,2,75,2018-10-13,6.80,4,105
21525816,"Luxe Cottage, Dublin 15 By The Phoenix Park",50890206,Tom,,Fingal,53.37166277150521,-6.376723342677748,Entire home/apt,199,3,28,2018-08-27,2.39,4,15
21531459,"Delightfully, Modern West City Central Apartment",7922860,Andrew,,Dublin City,53.3495899194877,-6.279758568091568,Entire home/apt,135,1,40,2018-10-14,3.69,1,175
21533178,King Size Bedroom in IFSC,13995456,Philippe,,Dublin City,53.34841764222425,-6.241287607030669,Private room,49,2,1,2017-11-05,0.09,1,0
21533697,MODERN 3 BEDROOM TOWNHOUSE CENTRAL,17981524,Christina,,Dublin City,53.32595806948355,-6.3152885194790045,Entire home/apt,130,2,14,2018-09-08,3.09,3,170
21537267,Comfortable and bright room near city center,22568362,Mustafa,,Dublin City,53.35930848324565,-6.265602857315791,Private room,39,3,7,2018-09-26,0.63,1,89
21537410,Big & bright penthouse flat with huge roof terrace,20116942,Max,,Dublin City,53.34821771740171,-6.2666031004415625,Private room,65,3,12,2018-08-28,1.04,2,0
21537724,Luxury Apartment in the heart of Dublin,15274633,Thomas,,Dublin City,53.33794322962157,-6.273558009781862,Entire home/apt,150,2,0,,,1,0
21537726,"Fantastic Apt, Great Location!",95231898,Tom,,Dublin City,53.34451261928272,-6.2317209744314175,Entire home/apt,200,2,6,2018-09-21,0.53,4,304
21542050,Home from home,156479957,Tracey,,South Dublin,53.33851880359508,-6.441107033092921,Private room,30,2,1,2017-12-03,0.09,1,0
21543355,Authentic City Home - walk to all city attractions,5429761,Bob,,Dublin City,53.3376658670343,-6.271241658312556,Entire home/apt,150,3,15,2018-10-07,1.55,4,24
21543801,"Cozy, newly refurbished 1 bed room in City Center",60427771,Niklas,,Dublin City,53.33694263335221,-6.274417608817293,Private room,40,1,0,,,1,0
21543807,Stylish Double Bedroom in Dublin 4,3125619,Freda,,Dublin City,53.342011101322555,-6.234667533096619,Private room,70,2,2,2018-03-19,0.18,4,0
21543950,Tastefully decorated house in quiet location.,154328047,Margaret,,Dn Laoghaire-Rathdown,53.281399715512904,-6.227497331506535,Entire home/apt,125,2,2,2018-01-26,0.18,1,35
21544327,Luxury Ensuite Penthouse Apartment,30036228,Valerie,,South Dublin,53.28858535966888,-6.3588514773579305,Private room,39,1,35,2018-09-27,3.27,1,0
21547095,Comfortable Flat close to the City Centre,142439779,Noel,,Dublin City,53.330230759139226,-6.250349455924979,Entire home/apt,74,2,17,2018-09-26,1.47,2,0
21548911,Spacious City center apartment Great Location,120502060,Kieron,,Dublin City,53.35701543236802,-6.265063109824497,Entire home/apt,85,1,86,2018-10-15,7.46,4,263
21549481,Ensuite double bedroom & spacious TV lounge.,74857990,John,,Dn Laoghaire-Rathdown,53.229864128089794,-6.1996838647974295,Private room,65,1,15,2018-06-24,1.38,1,174
21549675,Apartment near Guinness & city center.,66859790,Patricia,,Dublin City,53.34820148582409,-6.300067083021507,Private room,60,1,66,2018-10-15,5.71,2,51
21556550,Double Bedroom with Lovely Garden - Best Location,145618553,Alper,,Dublin City,53.33602843941501,-6.271043750751873,Private room,85,1,23,2018-10-08,2.04,1,6
21558196,Lovely penthouse - Best in Dublin City Center,5047084,Emanuele,,Dublin City,53.335805475116594,-6.246922297409589,Private room,109,3,9,2018-07-06,0.80,2,0
21558503,Newly renovated | 2 Bedroom in Heart of the City,128371579,Abbey,,Dublin City,53.34739372838562,-6.262852457970364,Entire home/apt,139,1,7,2018-09-17,0.60,3,38
21560059,Top Floor Ensuite room..Great Location in Dublin 8,153895648,Kate,,Dublin City,53.34109818718722,-6.308144068796189,Private room,85,3,10,2018-07-18,0.90,6,44
21560569,Cosy Private Room ..Great Location Dublin 8,153895648,Kate,,Dublin City,53.33944444664919,-6.309291885471881,Private room,45,2,67,2018-10-11,6.02,6,23
21561463,Spacious twin room close to the City Center,156784165,John,,Dn Laoghaire-Rathdown,53.26259972412634,-6.214941487276535,Private room,40,1,5,2017-11-26,0.43,2,0
21561737,"Comfortable, central - sleeps 6 adults & 2-4 kids",53868184,Mary,,Dublin City,53.33271638775231,-6.280603667114163,Entire home/apt,500,3,3,2018-06-18,0.42,1,173
21562509,Beautiful Apartment w Balcony in Amazing Location,142596206,G,,Dublin City,53.339118706423044,-6.244177066897019,Entire home/apt,150,2,30,2018-10-05,2.66,2,155
21563098,15MH next to the Guinness museum,70154490,Gavin  RG,,Dublin City,53.343884296419475,-6.279672361880956,Entire home/apt,90,2,20,2018-09-26,2.83,24,73
21563428,Cozy and private room  with ensuite bathroom,156596671,Miriam,,Dublin City,53.334942611351416,-6.2907686027382645,Private room,37,1,66,2018-10-09,5.79,2,100
21564001,"Garden studio, South Circular Rd, Dublin 8",116496789,Geraldine,,Dublin City,53.33266846178892,-6.283302435025598,Private room,75,1,64,2018-10-14,5.49,1,2
21564308,"City living, home from home, tranquil garden.",14138145,Niamh,,Dublin City,53.33724042382639,-6.289771882459123,Entire home/apt,400,1,5,2018-05-28,0.64,1,90
21566550,Double Room with Ensuite & Parking.,19257062,Patricio,,Dublin City,53.351566292990455,-6.250916156356565,Private room,59,4,87,2018-10-10,7.52,4,1
21576729,Single bedroom near public transport in dublin 16,78473596,Patricia,,Dn Laoghaire-Rathdown,53.27746732769739,-6.246204355295979,Private room,37,1,69,2018-10-16,6.07,2,71
21576881,"Charming spot in Ranelagh, Dublin 6",10744024,Ehud,,Dublin City,53.3235117287583,-6.253089569073276,Private room,45,1,12,2018-09-24,1.25,1,1
21577082,Ensuite Double room in Delightful Mews,4871979,Helen,,Dublin City,53.32581373962618,-6.224104576036308,Private room,80,2,19,2018-10-07,2.44,1,11
21578186,"Newly refurbished apartment Ground Fl, City Centre",43996550,Rena,,Dublin City,53.35386234460333,-6.247541078802941,Entire home/apt,135,2,18,2018-09-13,1.60,3,59
21578917,Cosy bedroom in the heart of Dublin,137817408,Tammy,,Dublin City,53.34763866681925,-6.264329416085312,Private room,65,1,29,2018-09-02,2.50,2,0
21579335,City centre Apt - St Stephens Green,30461161,Annabelle,,Dublin City,53.33193001249725,-6.251803676832407,Entire home/apt,120,2,4,2018-07-02,0.35,1,0
21579991,Cosy cottage,6509948,Silvia,,Dublin City,53.34405702524903,-6.24463798536532,Private room,50,1,12,2018-03-27,1.13,1,0
21580882,"Room for 2 near City
Free breakfast, wifi, parking",153665453,Pauline,,South Dublin,53.31498379853657,-6.324079949154574,Private room,37,1,9,2018-09-15,0.80,3,150
21586073,Dublin's Biggest Airbnb!,4402987,Sasha,,Dublin City,53.306981791793966,-6.273489962470231,Entire home/apt,250,2,10,2018-06-24,0.90,2,152
21586368,JJ’s Place,24470750,Jj,,Dublin City,53.33918413820526,-6.2732163484251,Private room,45,3,48,2018-10-09,4.53,2,57
21586580,One Double Bed Room - 10 min from Dublin Airport,48774342,Mary,,Fingal,53.451813385483845,-6.199148171922868,Private room,43,1,59,2018-10-12,8.23,1,285
21588004,Phoenix Park Cute flat,106904262,Asta,,Dublin City,53.351614803965774,-6.296012115950982,Entire home/apt,89,2,43,2018-09-23,3.79,4,189
21588126,The Oscar Wilde Suite - 5STARSTAY,152937423,5 Star,,Dublin City,53.33835107555999,-6.251744387545804,Entire home/apt,500,2,111,2018-09-12,2.86,18,281
21588973,Spacious Georgian flat w/high ceilings in Cty Ctr!,9105275,Jp,,Dublin City,53.33877291764993,-6.2448635580297855,Private room,90,2,8,2018-07-21,0.71,1,0
21592200,Quiet Flat close to city centre,31262825,Teddy,,Dublin City,53.32177909571192,-6.262187772311356,Entire home/apt,75,6,2,2018-05-26,0.18,1,0
21592590,Penthouse with kingsize bedroom & rooftop terrace,49540681,Stephan,,Dublin City,53.34492176435417,-6.239232153792851,Private room,180,2,4,2018-08-19,1.38,2,10
21594886,2 Beds apartment - Ballsbridge D4,75916230,Collette,,Dublin City,53.33011019394383,-6.22912402884543,Entire home/apt,139,3,2,2018-10-09,2,4,30
21602655,Portobello Double room along canal,101032770,Michaela,,Dublin City,53.32898605939412,-6.266605020263223,Private room,40,1,3,2018-09-29,1.48,6,185
21603300,Lukaca - quiet&cosy bedroom in the heart of Dublin,71149369,Karolina & Luis,,Dublin City,53.351227204820184,-6.268474472922073,Private room,75,2,1,2018-01-16,0.11,1,178
21607112,Private room in Temple Bar,80556812,Ton,,Dublin City,53.34547618750303,-6.264917563556409,Private room,65,1,22,2018-09-27,2.03,3,47
21607712,"2 bedroom house.Safe,quiet,nice place for family",157164438,Alejandra,,Dublin City,53.30594378870868,-6.2751661597572435,Shared room,40,3,3,2018-08-25,0.27,1,0
21607937,"Room for 3 near City
Free breakfast, wifi, parking",153665453,Pauline,,South Dublin,53.31498790419674,-6.323900557796836,Private room,85,2,4,2018-09-28,0.45,3,148
21609274,"L New, Quiet, Great Location 2 Bed Apt IFSC",151128160,John,,Dublin City,53.35177712345461,-6.244425827784646,Entire home/apt,150,2,16,2018-10-06,2.08,7,161
21609949,1 Double bedroom - shared basemant,123855765,Rosana,,Dublin City,53.35895950445931,-6.2578779921113865,Private room,30,4,0,,,2,0
21610753,Modern Penthouse near Centre +,143671309,Brian,,Dublin City,53.36335542839017,-6.25950156480594,Entire home/apt,150,1,15,2018-09-30,1.60,12,14
21616927,Modern apartment near City Centre +,143671309,Brian,,Dublin City,53.36418328259315,-6.2584826321933535,Entire home/apt,139,2,2,2018-09-06,0.20,12,11
21616929,Nice Apartment in City +,143671309,Brian,,Dublin City,53.36382554434444,-6.2578636393401075,Entire home/apt,124,2,1,2018-08-06,0.42,12,355
21616930,"Perfect/spacious 2 bedroom apartment, near airport",143671309,Brian,,Dublin City,53.391888029064525,-6.254697973077988,Entire home/apt,83,1,16,2018-09-23,1.74,12,348
21616932,"Sweet apartment, city centre +",143671309,Brian,,Dublin City,53.35457872284503,-6.265001044880446,Entire home/apt,145,1,3,2018-08-13,0.57,12,9
21618802,Room in IFSC,15059210,Alexandra,,Dublin City,53.34929907515113,-6.241414997901075,Private room,130,1,0,,,1,0
21619162,Dublin City Centre Flat - Perfect for couples,157270228,Fernanda,,Dublin City,53.35630051140311,-6.266309878351017,Entire home/apt,89,2,13,2018-09-20,1.17,1,132
21619742,Apartment in Booterstown - one bedroom,71430687,Jayne,,Dn Laoghaire-Rathdown,53.31130745377884,-6.203251263901683,Entire home/apt,55,6,0,,,3,0
21620242,Apartment with ensuite King Bedroom 2 persons 99E,110348307,Al,,Dublin City,53.340359959499295,-6.226821526493701,Entire home/apt,99,5,7,2018-07-03,0.73,1,0
21621501,JJ’s Home,24470750,Jj,,Dublin City,53.339659025942126,-6.27444159662994,Private room,60,3,15,2018-09-24,1.49,2,150
21622538,"Friendly, Stylish and Cosy House",75509227,Louise,,Dublin City,53.40725936647535,-6.170648893598076,Private room,50,5,1,2018-04-09,0.16,1,362
21622893,Double bedroom (+single bed) in front of Guiness,157303217,Gabriel,,Dublin City,53.34708477467599,-6.2858898772534015,Private room,75,1,0,,,1,0
21627532,Stunning period home; very central.,19853728,Frank,,Dublin City,53.35949267196809,-6.271226048539153,Entire home/apt,195,2,4,2018-09-15,0.57,4,358
21629108,"Stylish 2 bed by sea- large living rm, TV and wifi",48502139,Pat,,Dublin City,53.32196546048109,-6.213989904961271,Entire home/apt,190,3,14,2018-10-09,1.97,3,17
21640440,"2 Bedroom Modern House, Central, Close to the Sea",7641799,Helena,,Dublin City,53.3362080913048,-6.223894256166574,Entire home/apt,200,5,2,2018-06-05,0.42,1,173
21642464,Cosy City Centre Bedroom,123182408,Lav,,Dublin City,53.34504484112991,-6.276791426321782,Private room,72,2,20,2018-09-30,1.77,1,5
21643738,Single room close to Dublin City,156784165,John,,Dn Laoghaire-Rathdown,53.264164996817264,-6.215181058365958,Private room,45,1,0,,,2,0
21645372,Spacious South County Dublin family home,2533413,Kieran,,Dn Laoghaire-Rathdown,53.281910344140464,-6.173493126761767,Entire home/apt,150,7,0,,,1,0
21646350,"1 Bed Apartment, Rathgar",157539396,Tommy,,Dublin City,53.31888625005332,-6.271069908742628,Entire home/apt,95,1,24,2018-07-24,2.22,1,96
21658258,Modern Apartment in Georgian Building,17080302,Oliver,,Dublin City,53.336255213958204,-6.244097554102637,Entire home/apt,199,2,10,2018-10-08,1.17,3,227
21659242,"Spacious City Centre Apartment, Lower ground fl",43996550,Rena,,Dublin City,53.352849090605865,-6.249205988865374,Entire home/apt,140,2,32,2018-08-27,2.89,3,65
21660316,Double bedroom in Dalkey,23071275,Emma,,Dn Laoghaire-Rathdown,53.27818370549392,-6.109402330016675,Private room,60,2,8,2018-10-14,0.84,2,79
21661323,Must see! 2 Bed Ensuite Apartment in Heart of City,6281978,Tony,,Dublin City,53.330609505663865,-6.2673058289041075,Entire home/apt,150,5,2,2018-03-18,0.19,1,0
21664900,Large Luxury 2 bed heart Temple Bar for 6 persons,44156779,Shane,,Dublin City,53.34494008306354,-6.265011034497133,Entire home/apt,200,1,51,2018-10-14,6.14,3,297
21669142,"Cozy room at Dublin 8, bills & breakfast included",95622907,Hang,,Dublin City,53.315417105637195,-6.287521392577593,Shared room,25,5,0,,,1,0
21672464,Charming 2 bedroom apt +,143688295,Brian,,Dublin City,53.36473052461014,-6.256180475132855,Entire home/apt,122,1,23,2018-09-03,2.08,27,73
21674340,Charming 2 bedroom apartment,143688295,Brian,,Dublin City,53.36450595325456,-6.25583930962146,Entire home/apt,124,1,29,2018-09-04,2.74,27,345
21675499,Spacious home in Sandycove by the sea,11792320,Ger,,Dn Laoghaire-Rathdown,53.28186938252091,-6.119182178565868,Entire home/apt,125,1,0,,,1,30
21676087,☆Family Room☆4 Persons☆Free Breakfast☆,80205431,Damien,,Dublin City,53.38252134232815,-6.233987794023691,Private room,30,1,12,2018-10-15,1.10,6,29
21677338,Stylish Apartment 10 minutes Dublin City Centre.,44061639,Annette,,Dublin City,53.31572194310304,-6.247129737453013,Entire home/apt,112,2,22,2018-10-11,2.02,1,1
21680276,Ensuite Double Bedroom with Balcony in Smithfield,20322642,Gerry,,Dublin City,53.350180954491634,-6.276299786123448,Private room,65,2,63,2018-10-05,5.92,1,3
21681061,Fantastic Location in Dublin 4,14170389,Kate,,Dublin City,53.34016830162105,-6.236654949361752,Entire home/apt,190,1,1,2018-09-30,1,2,21
21681264,Cosy Cottage near the city center,47026388,Stephan,,Dublin City,53.329437781851595,-6.2742656254207985,Private room,59,2,27,2018-09-28,2.48,2,5
21681711,Beautiful Modern Flat Heart of Dublin,976969,Yann,,Dublin City,53.33538534485243,-6.256151543117513,Entire home/apt,250,2,3,2018-07-21,0.42,1,11
21687726,Large Sea View Apartment in the south Dublin,126495480,Daniel,,Dublin City,53.31413971063632,-6.205409376189293,Entire home/apt,188,2,31,2018-10-02,3.16,4,330
21695752,Luxury 3 bed apt in Sandyford with parking.,157946053,Orla,,Dn Laoghaire-Rathdown,53.27126044104064,-6.236381402084287,Entire home/apt,195,5,1,2017-12-05,0.09,1,0
21696509,Double bedroom with view @ Smithfield by Jameson,154032716,Slavko,,Dublin City,53.34735102500407,-6.278062237061091,Private room,55,2,3,2018-09-25,0.47,3,0
