id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13638091,Cosy Victorian Townhouse,78653356,Helen,,Dublin City,53.319577490497146,-6.251853189285177,Private room,45,1,155,2018-09-03,5.52,2,318
13638219,Budget Private Room,67914747,Yuri,,Dublin City,53.340468609141496,-6.2808872346533375,Private room,50,1,116,2018-10-12,4.38,1,1
13640452,Heart of Dublin Big Balcony Apartment,28966125,Ronan,,Dublin City,53.33971805834575,-6.231425100942312,Private room,80,1,0,,,1,0
13640568,Cosy 3 bed Dublin City (beside Guinness storehse),72083491,Aubrey,,Dublin City,53.339872306714106,-6.28803684832475,Entire home/apt,92,1,231,2018-10-01,8.65,8,320
13640970,Heart of Dublin City Centre Room,26027609,Aoibhinn,,Dublin City,53.343870500731136,-6.245197244954921,Private room,50,1,4,2016-06-27,0.14,1,0
13644265,Big comfortable bright room,77140799,Akos,,South Dublin,53.2988098973038,-6.300212372366405,Private room,30,2,120,2018-09-24,4.42,2,56
13654990,Perfect City Centre Apartment,16343994,Robert,,Dublin City,53.338759308431655,-6.236998429574419,Entire home/apt,170,3,8,2016-08-22,0.29,1,0
13655082,Modern 2 Bed Apartment in Dublin City Centre,27804305,Cambria,,Dublin City,53.342068370961215,-6.2402799837484455,Private room,115,2,2,2016-07-19,0.07,1,0
13655139,Gorgeous double room in Rathmines!,79317174,Lily,,Dublin City,53.32321130435738,-6.27739799673124,Private room,30,3,1,2017-08-01,0.07,1,0
13656446,"Boutique Victorian house, quaint  central location",77307463,Anne,,Dublin City,53.33629940124902,-6.264184855458848,Entire home/apt,175,3,1,2016-08-20,0.04,1,0
13656769,Modern apartment within 10 mins walk of Temple Bar,29502444,Mary,,Dublin City,53.347973986958756,-6.268627494745913,Entire home/apt,170,7,109,2018-09-03,3.91,1,44
13658185,City centre apt penthouse.20min walk to Grafton St,79069295,Diana,,Dublin City,53.33793448623753,-6.285683906408905,Private room,45,1,77,2018-10-02,10.79,1,69
13665080,"South Dublin,Near Tram,5km from citycenter,sharing",74793173,Keith,,Dublin City,53.30991724069864,-6.248630731069362,Shared room,25,1,22,2017-09-01,0.81,1,0
13668400,Quiet green area 5km from Dublin City centre,79485526,Carmel,,South Dublin,53.31140935973946,-6.314504398420416,Private room,60,1,2,2016-07-17,0.07,1,0
13669072,All Airbnb House - Cosy Double Room,78323559,Adrienne,,Dublin City,53.380011212605496,-6.227116239508345,Private room,39,1,165,2018-10-01,5.92,10,53
13671489,Double bedroom in the middle of Dublin City center,11228630,Sonia,,Dublin City,53.349719147029234,-6.269213659971069,Private room,45,1,10,2018-07-08,0.36,2,30
13671858,Spacious double bed close to Phoenix Park,73823241,Sean,,Fingal,53.372010877888066,-6.401555904685113,Private room,40,1,0,,,1,0
13672056,The Stables,61336251,Sam,,Dn Laoghaire-Rathdown,53.304225955666254,-6.243588914897589,Private room,65,1,3,2016-10-11,0.12,1,0
13682310,Huge Duplex - Sleeps 10,70819818,Henry,,Dublin City,53.344879206864825,-6.237526562655491,Entire home/apt,500,2,25,2018-10-01,0.97,4,312
13683204,Clontarf House,79675235,Caoimhe,,Dublin City,53.3687238866387,-6.210151231051657,Entire home/apt,300,2,0,,,1,0
13684551,Drumcondra Quiet Double Room Near City,79691430,Helen,,Dublin City,53.37369376898623,-6.262002978946051,Private room,60,1,52,2018-09-24,1.86,2,4
13684849,Spacious 2 Bedroom Apartment close to Temple Bar,35049121,John,,Dublin City,53.34391495178109,-6.2738547306016095,Entire home/apt,180,1,58,2018-10-01,2.11,21,101
13686644,Luxury Ballsbridge Townhouse,79719085,Judy,,Dublin City,53.335704845872115,-6.236319532658199,Entire home/apt,345,2,83,2018-10-15,3.01,1,322
13688159,Cosy beach apartment 15 min from city centre,27804339,Sinead,,Dublin City,53.32916371759525,-6.216617336507963,Private room,25,1,8,2018-09-14,2.09,1,8
13689736,Double Room Private Bathroom Near Airport,42903307,Burak,,Dublin City,53.39552582016091,-6.212997112654621,Private room,35,1,289,2018-10-09,10.33,2,118
13690430,Spacious 3Bed+Great Location,5647617,David,,Dublin City,53.341262150399345,-6.231249262759704,Entire home/apt,115,2,126,2018-10-07,4.68,1,142
13691396,House with big garden,79790966,Clare,,Dn Laoghaire-Rathdown,53.285429179129224,-6.201564322047569,Entire home/apt,180,1,3,2016-08-25,0.11,1,0
13692555,"Double Bedroom in Modern Apartment, City Centre",877813,Romain,,Dublin City,53.34749868141692,-6.278099877795171,Private room,63,3,0,,,1,0
13693205,"1,800 sq ft, Luxury Penthouse near all amenities.",79811484,Eddie,,Fingal,53.455504906642105,-6.155403315434994,Entire home/apt,102,4,7,2016-10-30,0.26,1,0
13694942,Sunny& spacious one bedroom apartment in Clontarf,4298607,Eimir,,Dublin City,53.36620715942848,-6.218875937987717,Entire home/apt,70,2,25,2018-08-20,0.93,2,344
13696977,"Cozy, quiet garden room near Luas",71137320,Paraic,,Dn Laoghaire-Rathdown,53.30519602405254,-6.260364386072918,Entire home/apt,60,2,95,2018-09-30,4.09,1,74
13697288,"Full Apartment - Clean, Quiet, Perfect Location",3928693,Josh,,Dublin City,53.348019026359935,-6.279461122518657,Entire home/apt,103,7,1,2016-07-22,0.04,2,0
13699069,Cosy and Artsy Townhouse in Killiney,79892897,Michelle,,Dn Laoghaire-Rathdown,53.24255408905136,-6.12255319568237,Entire home/apt,99,3,0,,,1,0
13705598,"Modern apartment with outdoor patio, near Luas",1962821,Kate,,Dublin City,53.32275634181671,-6.251822653269142,Entire home/apt,135,2,74,2018-09-30,2.75,2,70
13707755,Charming flat - Heart of Dublin,2805864,Hugo,,Dublin City,53.33731146607516,-6.267522997443703,Entire home/apt,80,15,41,2018-10-05,1.49,1,201
13707984,1 bedroom apartment,79699452,James,,Dublin City,53.3591636949216,-6.256131411917022,Entire home/apt,200,1,4,2017-07-09,0.14,1,0
13708706,Lovely en-suite room in private home in Sandycove,80027380,Edmund,,Dn Laoghaire-Rathdown,53.28392513998188,-6.116602126342079,Private room,60,2,14,2018-10-08,0.94,1,87
13709185,GiorgioMS,24613482,Giorgio Maria,,Dublin City,53.33591797614017,-6.297838594579787,Private room,29,2,28,2018-09-07,1.05,3,0
13710791,"Double bedroom available, welcome",61310987,Quat,,Dublin City,53.337351076401994,-6.275778272658075,Private room,52,1,5,2016-08-17,0.18,1,0
13711379,"Great 5 bed home, close to the city, sea and hills",52921720,Lorraine,,Dn Laoghaire-Rathdown,53.278493744858366,-6.158912132971381,Entire home/apt,105,4,1,2016-08-02,0.04,1,0
13711690,A Large House 3 miles from Dublin City Centre,80071924,Gerry,,Dublin City,53.38232813157257,-6.244331298526265,Entire home/apt,200,4,6,2018-08-20,0.40,2,117
13712146,CENTRE St Stephens Green D2,64957866,Annmarie,,Dublin City,53.340737736526314,-6.2642288742403,Entire home/apt,129,2,75,2018-10-11,2.77,6,144
13712870,"Home away from home @ ""St James's Gate""",25682541,Christian,,Dublin City,53.34288276751326,-6.289900294585592,Entire home/apt,105,1,166,2018-09-29,5.97,6,157
13717256,"Studio Apt, 20 mins to airport, close to the sea.",34864457,Ruth,,Dublin City,53.376480959501194,-6.167354092510812,Entire home/apt,45,5,39,2018-09-11,2.03,1,70
13721777,"One bedroom, modern apartment in the city center.",7279922,Rients,,Dublin City,53.3318036837087,-6.255264639007506,Private room,60,1,0,,,2,0
13727281,Crystal Palace,80271190,Kristel,,Fingal,53.447556873617486,-6.210384156863935,Private room,40,2,10,2018-03-19,0.65,1,0
13728920,Apartment Airport-5mins City-10mins,69475571,Martin,,Fingal,53.44550965508052,-6.205701733901418,Entire home/apt,140,1,128,2018-07-26,4.63,2,262
13729635,Cozy Ensuite Bedroom City Centre!,38826397,Annie,,Dublin City,53.35176358476699,-6.248464013053128,Private room,55,2,136,2018-09-26,4.96,7,13
13731026,Great bedroom in Dublin City Center,18576301,Chris,,Dublin City,53.349062110622846,-6.242232373034493,Private room,70,3,1,2016-07-10,0.04,1,0
13735979,Perfect for Family Vacation,78801486,Paul,,Dublin City,53.34563725438989,-6.237599555352217,Entire home/apt,350,2,21,2018-09-09,0.79,4,310
13736081,Incredible 3 Bed 2 Bath Apartment,79260517,Derek,,Dublin City,53.34481618605812,-6.23887400278375,Entire home/apt,500,2,19,2018-03-28,0.74,4,286
13736981,"Beautiful Bright & Cosy 2 Bedroom House, Dublin 4",7376891,Brian,,Dublin City,53.339491088024914,-6.233518800424465,Entire home/apt,120,2,112,2018-09-30,4.08,1,151
13738448,City Centre Location Dublin,29087610,David,,Dublin City,53.33966433455633,-6.266263483729774,Entire home/apt,105,3,59,2018-09-21,2.24,13,75
13738766,Charming room St. Patrick Cathedral,29112782,Karim,,Dublin City,53.33868245271706,-6.273449103529185,Private room,69,2,84,2018-10-01,3.23,1,65
13739315,9 Oakley Road,56762439,Dave,,Dublin City,53.324516614919474,-6.255735016292868,Entire home/apt,700,7,0,,,1,0
13740674,Complete 4 Bed House near Sutton/Howth,56740608,Paul,,Fingal,53.38629215671857,-6.140455768762789,Entire home/apt,140,3,62,2018-10-06,2.40,1,232
13742700,Gorgeous zen cottage in the heart of Dublin!,80412273,Mary,,Dublin City,53.33167962361224,-6.278933495520913,Entire home/apt,180,2,30,2018-08-24,1.09,1,0
13748376,Temple Bar,80525792,Giulia,,Dublin City,53.344538916866945,-6.264842070364539,Private room,80,1,47,2018-09-16,1.71,4,71
13749033,Beautiful 2 bed house minutes from Dart and Sea,80536648,Sarah,,Dn Laoghaire-Rathdown,53.285021061287594,-6.126321584578615,Entire home/apt,70,4,0,,,1,0
13749513,Cozy studio 2 mins walk from St.Stephen's Green,53198738,Alexander,,Dublin City,53.33560426006378,-6.253480000918382,Entire home/apt,89,2,54,2017-07-31,2.00,1,0
13750546,Great location in the heart of Temple Bar,80556812,Ton,,Dublin City,53.34494136500198,-6.264728495548873,Private room,65,1,15,2018-07-25,0.69,3,46
13757022,Halfpenny Bridge Holidays Homes - Tranquility,68350233,Liam,,Dublin City,53.35096707329633,-6.257938682827654,Entire home/apt,99,4,14,2018-08-16,0.56,14,185
13757303,Halfpenny Bridge Holidays Homes - Garden,68350233,Liam,,Dublin City,53.34787808506737,-6.26162317989635,Entire home/apt,99,4,25,2018-09-21,0.95,14,140
13757438,Halfpenny Bridge Holidays Homes - Fountain,68350233,Liam,,Dublin City,53.34856724311502,-6.26241941145091,Entire home/apt,100,4,33,2018-08-29,1.48,14,156
13757779,Perfect City Centre Room,22409907,Darragh,,Dublin City,53.35371008768405,-6.256291903358712,Private room,65,1,5,2016-08-28,0.19,1,0
13759408,"EnSuite Room, Airport, Light Breakfast, Free Park",42903307,Burak,,Dublin City,53.394589698489206,-6.210768846313409,Private room,25,1,309,2018-10-12,11.09,2,107
13759419,Luxury Apt beside Tram with parking,37019750,Sean,,Dublin City,53.33508571151295,-6.329702958957028,Private room,80,3,4,2018-03-30,0.52,2,0
13761510,Great location in Dublin city centre,43322034,Brian,,Dublin City,53.34513523565092,-6.277112165504118,Entire home/apt,120,3,0,,,1,0
13764782,Newly decorated cozy Double room.,2714991,Antoinette,,South Dublin,53.28873382046274,-6.381989290751761,Private room,50,2,2,2018-10-01,2,1,289
13764890,Private bedroom in great location,68193300,Melanie,,Dublin City,53.34759387023743,-6.230566267351436,Private room,60,1,2,2016-07-18,0.07,2,0
13767409,"Centrally located,comfortable apt in Camden Street",69410066,Laurence,,Dublin City,53.33371274579809,-6.26595816246219,Entire home/apt,125,2,150,2018-09-23,5.51,2,123
13767500,Charming house close to City Centre (quiet area),28764939,Batiste & Isoline,,Dublin City,53.33939739561591,-6.304316145480801,Entire home/apt,150,2,5,2017-07-04,0.19,1,0
13767859,Beautiful home in South Dublin,61148523,Marianne,,Dn Laoghaire-Rathdown,53.294067638056184,-6.228379198001349,Entire home/apt,160,7,0,,,1,0
13774416,Delightful Terraced House,74991366,Jane,,Dublin City,53.34049011216817,-6.2337154128615575,Entire home/apt,100,2,12,2018-09-10,1.54,1,43
13776599,Piece of tranquility near Phoneix park,49998839,John,,Fingal,53.376631151977854,-6.365419461574474,Private room,80,2,1,2016-06-30,0.04,1,0
13779492,Lovely apartment close to all amenities,80900136,Fiona,,Dn Laoghaire-Rathdown,53.28520227491631,-6.210134447906675,Private room,50,1,1,2016-07-12,0.04,1,0
13783906,Cozy room on the heart of the city!,80829120,Maitane,,Dublin City,53.35133822496564,-6.269988706769021,Private room,85,2,22,2016-11-27,0.80,1,0
13786700,O'Dublin Spacious Cosy Room,51422153,Riyad & Sabrina,,Dn Laoghaire-Rathdown,53.28376387679648,-6.216208644775707,Private room,39,2,24,2018-04-29,0.87,1,0
13787166,"Double En-Suite Room, Near Airport",80984083,Afra,,Dublin City,53.39197079518648,-6.203665852966971,Private room,32,1,275,2018-10-16,9.88,2,105
13787459,Spacious Georgian City Centre Apartment,31284582,Paul,,Dublin City,53.35680888403221,-6.268005274390019,Entire home/apt,110,2,137,2018-09-30,5.01,43,60
13792057,House by Phoenix park - 15min to town,57135394,Josefin,,Dublin City,53.347138334226706,-6.34771892737595,Entire home/apt,80,2,29,2018-09-11,1.09,1,0
13794228,Stylish Room in Historic Centre Dublin,81075978,Sonja Andy,,Dublin City,53.343215497551014,-6.273427954397891,Private room,81,1,19,2017-01-02,0.69,1,0
13796842,"Cosy, contemporary home in Dublin.",2170527,Susan,,Dublin City,53.381934867572966,-6.218261776366861,Private room,57,2,43,2018-09-11,1.65,2,253
13797316,"2 Bedrooms, Private Bathroom, Breakfast, Sandyford",59733984,Declan,,Dn Laoghaire-Rathdown,53.26988347286369,-6.226292768260359,Private room,100,1,4,2017-05-09,0.15,3,78
13797447,Quiet town house in the centre of Dublin city.,81110539,Malachy,,Dublin City,53.34770205214701,-6.2729127197778345,Entire home/apt,163,2,100,2018-09-30,3.65,1,160
13799063,Cosy and quiet penthouse flat close to city centre,62924485,Tuula,,Dublin City,53.36394466618347,-6.247440119597284,Entire home/apt,86,1,3,2016-08-21,0.11,1,0
13801533,Cosy flat in the city center,36819301,Sara,,Dublin City,53.34633925967836,-6.26874510309318,Entire home/apt,70,2,31,2018-08-13,1.20,1,1
13810006,"4 Beds, 2 Bedrooms, Bathroom, Breakfast, Sandyford",59733984,Declan,,Dn Laoghaire-Rathdown,53.269745788477906,-6.226141485321069,Private room,105,2,41,2018-09-30,1.54,3,74
13810780,City Centre double room,35028356,Tamara,,Dublin City,53.34991155605388,-6.281544766715216,Private room,100,2,6,2017-07-09,0.22,1,0
13810912,Heart of Dublin,63793899,Andrew,,Dublin City,53.3487639643619,-6.246025270951901,Entire home/apt,160,2,7,2016-10-16,0.26,1,0
13811690,Large Double Ensuite Bedroom Grand Canal,1652424,Jordane,,Dublin City,53.34267884953845,-6.240386406021906,Private room,80,3,1,2016-08-07,0.04,1,0
13812067,Spacious bedroom with private terrasse & bathroom,27888100,Olivier,,Dublin City,53.33326376576951,-6.270441358990298,Private room,140,2,7,2016-09-12,0.26,1,0
13812621,Single room with breakfast in Victorian house,44517733,Mary,,Dublin City,53.316206590671804,-6.282483113222162,Private room,60,2,53,2018-10-09,1.92,4,72
13813187,"Bright, spacious & modern apartment",81317434,Dona,,Dublin City,53.31564171358952,-6.259358486498736,Entire home/apt,85,3,2,2016-08-16,0.07,1,0
13813290,Twin Room with breakfast in Victorian House,44517733,Mary,,Dublin City,53.31651226665491,-6.2834863471423885,Private room,85,2,32,2018-09-30,1.17,4,77
13813984,Cosy King Size Bedroom Ensuite with WiFi,75446314,Ann,,South Dublin,53.282112454686064,-6.4669055967327935,Private room,40,2,60,2018-10-14,2.33,3,302
13814160,City centre homey apartment,81329793,Jonathan And Ania,,Dublin City,53.36054286394998,-6.258581385688406,Entire home/apt,85,1,34,2018-09-30,1.24,1,7
13818228,Spacious Double Room with Old World Charm,81392969,Colette,,Fingal,53.389731526638,-6.123230829069157,Private room,50,1,50,2018-09-28,2.60,2,245
13821095,Stunning 2-bed mews in heart of Dun Laoghaire,5000856,Carol,,Dn Laoghaire-Rathdown,53.296577176918674,-6.139437378185581,Entire home/apt,160,3,7,2017-08-23,0.26,1,22
13821182,Homely Tree lined house D8,67804970,Cathy,,Dublin City,53.336646828070826,-6.297919464788872,Entire home/apt,165,2,0,,,1,145
13821222,"Log Cabin,heart of Dalkey,Co.Dublin",78997839,Alan,,Dn Laoghaire-Rathdown,53.27690103372321,-6.102520335430518,Entire home/apt,100,1,130,2018-09-30,4.83,1,327
13825212,Bright and spacious three bed home in Dublin 6,18465125,Cat,,Dublin City,53.310842433862575,-6.281620827475989,Entire home/apt,160,2,0,,,1,0
13827272,Luxury 2 Bed 7mins to CITY by tram,557658,Julie,,Dublin City,53.308719698578706,-6.252724900721103,Entire home/apt,165,2,17,2018-08-17,0.61,1,20
13828417,Single Room near phoenix park with basic breakfast,81522507,Sharon,,Fingal,53.385197996694124,-6.369064232542194,Private room,38,1,120,2018-10-06,5.01,3,161
13833899,Private rooms in modern family home,45833627,Sarah,,Dublin City,53.38091961687067,-6.188490516103522,Private room,53,1,55,2018-10-13,1.99,5,343
13833913,Prime location in Dublin city D6,31508148,Carmel,,Dublin City,53.306969996858996,-6.273815002521893,Private room,55,1,27,2018-10-10,1.12,2,314
13837425,"3 bedroom Family Home, perfect for young family",64893641,Niall,,Fingal,53.3800696197959,-6.378984823715291,Entire home/apt,150,3,1,2016-08-21,0.04,1,0
13839096,The Perfect Central Dbl Bedroom with Pvt Bathroom,22814202,Carol & Rodrigo,,Dublin City,53.36215145097285,-6.284014755880588,Private room,45,2,14,2016-11-27,0.51,1,0
13840148,"City Centre Apartment - Merrion Square, Dublin 2",81642435,Tom,,Dublin City,53.33919299238591,-6.246681430661603,Entire home/apt,50,5,5,2016-10-11,0.18,3,0
13842046,Luxurious Penthouse Apartment,69940751,Robert,,Dublin City,53.34560730483472,-6.234532329942355,Entire home/apt,98,3,1,2016-07-10,0.04,1,0
13845577,"Lovely room in IFSC, City Center.",81728291,Abdullah,,Dublin City,53.34904059253477,-6.241078810076087,Private room,80,1,3,2017-01-29,0.11,1,0
13846989,"Good Apartment, Location & Value",81747381,Darren,,Dublin City,53.32974855067603,-6.2862166844496326,Entire home/apt,90,1000,54,2017-08-30,1.99,1,0
13849186,Dublin apartment. Cabinteely. 30 mins from city,81780262,Paul,,Dn Laoghaire-Rathdown,53.24920061814394,-6.140860567706372,Entire home/apt,110,4,2,2016-07-31,0.07,1,0
13851215,Double bedroom in the IFSC / City centre,55014318,Fanny & Florent,,Dublin City,53.349976522146996,-6.2479460516745355,Private room,80,2,44,2018-10-08,1.64,1,0
13852040,"Meath Street, 10 minutes walk Temple Bar!",27230707,Amanda,,Dublin City,53.34181465941519,-6.277050684980251,Entire home/apt,180,1,11,2018-05-21,0.51,3,130
13855963,Cozy and comfortable close to Dublin Airport,81520774,Sinead,,Fingal,53.448468682057715,-6.2475391279803745,Private room,45,1,2,2016-08-20,0.07,1,0
13856548,Nice single room in Dublin 15,81856804,Licel,,Fingal,53.390948419028895,-6.426777119668725,Private room,20,5,0,,,1,0
